1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
81, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
65, 1, 1, 1, 9, 1, 1
1, 19, 1, 1, 9, 1, 1
65, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
65, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
177, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
81, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
97, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
137, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
97, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
81, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
65, 1, 1, 1, 9, 1, 1
1, 49, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 41, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
97, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
65, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
137, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
81, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
81, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
97, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
137, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
81, 1, 1, 1, 9, 1, 1
1, 41, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
97, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 57, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
65, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
137, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
48, 0, 0, 0, 0, 0, 0
1, 1, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 49, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 49, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 57, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 57, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
137, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
137, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
137, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 57, 1, 1, 9, 1, 1
97, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 49, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
81, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
81, 1, 1, 1, 9, 1, 1
1, 57, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
137, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
81, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
81, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
97, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
137, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
169, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
97, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
81, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
137, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
81, 1, 1, 1, 9, 1, 1
1, 49, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 49, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
65, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 57, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
137, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
113, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 17, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
65, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
97, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
49, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
161, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
153, 1, 1, 1, 9, 1, 1
1, 33, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
145, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 1, 1, 1, 9, 1, 1
33, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 3, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 57, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
1, 57, 1, 1, 9, 1, 1
137, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
129, 1, 1, 1, 9, 1, 1
1, 9, 1, 1, 9, 1, 1
185, 1, 1, 1, 9, 1, 1
